Area_Locality,Society_Name,Numeric_Price,Title,BHK
Iyyappanthangal,Iyyappanthangal,18500000,3 BHK Flat for Sale in Iyyappanthangal Chennai,3
Venkatesapuram Colony,Venkatesapuram Colony,14000000,3 BHK Flat for Sale in Venkatesapuram Colony Chennai,3
Padur,Padur,9000000,3 BHK Flat for Sale in Padur Chennai,3
Ayappakkam,Ayappakkam,3500000,2 BHK Flat for Sale in Ayappakkam Chennai,2
Guduvancheri,Guduvancheri,6200000,3 BHK Flat for Sale in Guduvancheri Chennai,3
Virugambakkam,Virugambakkam,9000000,2 BHK Flat for Sale in Virugambakkam Chennai,2
Raghavan Nagar Kodungaiyur,Raghavan Nagar Kodungaiyur,16500000,2 BHK Flat for Sale in Raghavan Nagar Kodungaiyur Chennai,2
Padapai,Padapai,4200000,2 BHK Flat for Sale in Padapai Chennai,2
Kundrathur,Kundrathur,6500000,3 BHK Flat for Sale in Kundrathur Chennai,3
Karapakkam,Karapakkam,11500000,2 BHK Flat for Sale in Karapakkam Chennai,2
Navalur,Navalur,7250000,2 BHK Flat for Sale in Navalur Chennai,2
Omr,Omr,6500000,3 BHK Flat for Sale in OMR Chennai,3
Kolathur,Kolathur,4300000,2 BHK Flat for Sale in Kolathur Chennai,2
Poonamallee,Poonamallee,4200000,2 BHK Flat for Sale in Poonamallee Chennai,2
Thiruvanmiyur,Thiruvanmiyur,11500000,2 BHK Flat for Sale in Thiruvanmiyur Chennai,2
Thirumudivakkam,Thirumudivakkam,6000000,2 BHK Flat for Sale in Thirumudivakkam Chennai,2
Perungalathur,Perungalathur,14000000,3 BHK Flat for Sale in Perungalathur Chennai,3
Pallikaranai,Pallikaranai,5900000,2 BHK Flat for Sale in Pallikaranai Chennai,2
Kattankulathur,Kattankulathur,3200000,2 BHK Flat for Sale in Kattankulathur Chennai,2
Mahindra World City,Mahindra World City,8000000,3 BHK Flat for Sale in Mahindra World City Chennai,3
Poonjeri,Poonjeri,2000000,2 BHK Flat for Sale in Poonjeri Chennai,2
Ayanambakkam,Ayanambakkam,10000000,3 BHK Flat for Sale in Ayanambakkam Chennai,3
Pudur Ambattur,Pudur Ambattur,4500000,2 BHK Flat for Sale in Pudur Ambattur Chennai,2
Porur,Porur,4250000,2 BHK Flat for Sale in Porur Chennai,2
Irungattukottai,Irungattukottai,4300000,3 BHK Flat for Sale in Irungattukottai Chennai,3
Thazhambur,Thazhambur,7500000,2 BHK Flat for Sale in Thazhambur Chennai,2
Guduvancherry,Guduvancherry,7500000,2 BHK Flat for Sale in Guduvancherry Chennai,2
Mudichur Road,Mudichur Road,6500000,2 BHK Flat for Sale in Mudichur Road Chennai,2
Ponnangipuram,Ponnangipuram,17500000,2 BHK Flat for Sale in Ponnangipuram Chennai,2
T Nagar,T Nagar,20000000,3 BHK Flat for Sale in T Nagar Chennai,3
Omr,Omr,75000000,2 BHK Flat for Sale in OMR Chennai,2
Karapakkam,Karapakkam,2900000,2 BHK Flat for Sale in Karapakkam Chennai,2
Rajakilpakkam,Rajakilpakkam,6200000,3 BHK Flat for Sale in Rajakilpakkam Chennai,3
Karapakkam,Karapakkam,8200000,2 BHK Flat for Sale in Karapakkam Chennai,2
Valasaravakkam,Valasaravakkam,14000000,3 BHK Flat for Sale in Valasaravakkam Chennai,3
Varadapuram,Varadapuram,4800000,2 BHK Flat for Sale in Varadapuram Chennai,2
Mogappair West Ambattur Industrial Estate,Mogappair West Ambattur Industrial Estate,7200000,2 BHK Flat for Sale in Mogappair West Ambattur Industrial Estate Chennai,2
Poonamallee,Poonamallee,5800000,3 BHK Flat for Sale in Poonamallee Chennai,3
Perungalathur,Perungalathur,13000000,3 BHK Flat for Sale in Perungalathur Chennai,3
Chromepet,Chromepet,7900000,2 BHK Flat for Sale in Chromepet Chennai,2
Chromepet,Chromepet,10700000,3 BHK Flat for Sale in Chromepet Chennai,3
Mogappair West Ambattur Industrial Estate,Mogappair West Ambattur Industrial Estate,10000000,2 BHK Flat for Sale in Mogappair West Ambattur Industrial Estate Chennai,2
Jayaram Nagar Kolathur,Jayaram Nagar Kolathur,6650000,2 BHK Flat for Sale in Jayaram Nagar Kolathur Chennai,2
Maduravoyal,Maduravoyal,7000000,2 BHK Flat for Sale in Maduravoyal Chennai,2
Chromepet,Chromepet,4000000,2 BHK Flat for Sale in Chromepet Chennai,2
Chromepet,Chromepet,3500000,2 BHK Flat for Sale in Chromepet Chennai,2
Sadasiva Nagar Madipakkam,Sadasiva Nagar Madipakkam,5300000,2 BHK Flat for Sale in Sadasiva Nagar Madipakkam Chennai,2
Singaperumal Koil,Singaperumal Koil,3500000,2 BHK Flat for Sale in Singaperumal Koil Chennai,2
East Coast Road,East Coast Road,18000000,3 BHK Flat for Sale in East Coast Road Chennai,3
T Nagar,T Nagar,10000000,2 BHK Flat for Sale in T Nagar Chennai,2
Raja Annamalai Puram,Raja Annamalai Puram,16600000,2 BHK Flat for Sale in Raja Annamalai Puram Chennai,2
Egmore,Egmore,26000000,3 BHK Flat for Sale in Egmore Chennai,3
Valmiki Nagar,Valmiki Nagar,7800000,2 BHK Flat for Sale in Valmiki Nagar Chennai,2
Mudichur Road,Mudichur Road,4500000,2 BHK Flat for Sale in Mudichur Road Chennai,2
Pallikaranai,Pallikaranai,17500000,3 BHK Flat for Sale in Pallikaranai Chennai,3
Guduvancheri,Guduvancheri,7300000,3 BHK Flat for Sale in Guduvancheri Chennai,3
Mylapore,Mylapore,9800000,2 BHK Flat for Sale in Mylapore Chennai,2
Triplicane,Triplicane,11000000,2 BHK Flat for Sale in Triplicane Chennai,2
Purasaiwakkam,Purasaiwakkam,4200000,2 BHK Flat for Sale in Purasaiwakkam Chennai,2
Paiyanur,Paiyanur,2200000,2 BHK Flat for Sale in Paiyanur Chennai,2
Omr,Omr,12000000,3 BHK Flat for Sale in OMR Chennai,3
Nanmangalam Manikandan Nagar,Nanmangalam Manikandan Nagar,6100000,2 BHK Flat for Sale in Nanmangalam Manikandan Nagar Chennai,2
Nerkundram,Nerkundram,22000000,3 BHK Flat for Sale in Nerkundram Chennai,3
Kadirvedu,Kadirvedu,9500000,3 BHK Flat for Sale in Kadirvedu Chennai,3
Vandalur,Vandalur,5000000,2 BHK Flat for Sale in Vandalur Chennai,2
Manapakkam,Manapakkam,15500000,3 BHK Flat for Sale in Manapakkam Chennai,3
Thoraipakkam,Thoraipakkam,11000000,3 BHK Flat for Sale in Thoraipakkam Chennai,3
Pozhichalur,Pozhichalur,6500000,2 BHK Flat for Sale in Pozhichalur Chennai,2
Guduvancheri,Guduvancheri,2800000,2 BHK Flat for Sale in Guduvancheri Chennai,2
Zone 11 Padur,Zone 11 Padur,3300000,2 BHK Flat for Sale in Zone 11 Padur Chennai,2
